Month,Temperature,Humidity,Wind_Speed,Wildfire_Risk,Wildfire Risk 0 to 1 Scale,WFRN,LONG,LAT
22-Jul,15.86435484,64.43,8.547741935,46.1287654,1.153219135,0.759565052,-113.288811,57.64972
22-Aug,16.51580645,65.16354839,8.289354839,46.38049413,1.159512353,0.763710065,-113.288811,57.64972
22-Sep,11.54316667,66.81533333,8.606666667,41.7675394,1.044188485,0.687752273,-113.288811,57.64972
22-Oct,4.532096774,68.16516129,,,0.0,0.0,-113.288811,57.64972
22-Nov,-9.952666667,77.22466667,,,0.0,0.0,-113.288811,57.64972
22-Dec,-20.65258065,73.4283871,,,0.0,0.0,-113.288811,57.64972
23-Jan,-9.621774194,84.70548387,,,0.0,0.0,-113.288811,57.64972
23-Feb,-15.96035714,76.16785714,,,0.0,0.0,-113.288811,57.64972
23-Mar,-10.43903226,65.17580645,8.032258065,21.68082111,0.542020528,0.357000537,-113.288811,57.64972
23-Apr,2.234666667,58.99166667,9.887333333,35.8305,0.8957625,0.589991849,-113.288811,57.64972
23-May,14.10241935,48.7416129,9.832258065,48.62807038,1.215701759,0.800719085,-113.288811,57.64972
23-Jun,14.885,63.53833333,9.465,46.1047197,1.152617992,0.759169111,-113.288811,57.64972
23-Jul,16.03951613,63.90774194,7.817096774,45.84447067,1.146111767,0.754883801,-113.288811,57.64972
23-Aug,15.20274194,70.83967742,8.137741935,43.93786364,1.098446591,0.723489246,-113.288811,57.64972
23-Sep,11.69583333,64.76,9.164,42.73539394,1.068384848,0.70368915,-113.288811,57.64972
23-Oct,2.165322581,77.31387097,10.34451613,32.44590616,0.811147654,0.534260481,-113.288811,57.64972
23-Nov,-5.627333333,91.28133333,8.843333333,21.44229394,0.536057349,0.353072903,-113.288811,57.64972
23-Dec,-5.344193548,71.00129032,10.74,27.17820235,0.679455059,0.447521465,-113.288811,57.64972
24-Jan,-18.4983871,72.99516129,6.080967742,11.32679618,0.283169905,0.186509187,-113.288811,57.64972
24-Feb,-10.2112069,68.86275862,8.72137931,21.66738558,0.541684639,0.356779305,-113.288811,57.64972
24-Mar,-9.193225806,60.51483871,9.627741935,24.94217889,0.623554472,0.410702676,-113.288811,57.64972
24-Apr,3.075666667,52.859,10.16766667,38.03182879,0.95079572,0.626239349,-113.288811,57.64972
24-May,7.701774194,65.88483871,9.565483871,39.18057625,0.979514406,0.645154844,-113.288811,57.64972
24-Jun,10.7585,67.54233333,7.801333333,40.30480606,1.007620152,0.663666626,-113.288811,57.64972
24-Jul,18.2816129,63.83290323,8.390645161,48.3278695,1.208196737,0.79577592,-113.288811,57.64972
24-Aug,14.97354839,70.08354839,7.856451613,43.66976393,1.091744098,0.719074665,-113.288811,57.64972
24-Sep,11.14883333,73.50333333,7.236,39.04345454,0.976086364,0.642896972,-113.288811,57.64972
24-Oct,1.031290323,76.48677419,8.563870968,30.24490323,0.756122581,0.498018347,-113.288811,57.64972
24-Nov,-10.16633333,86.12533333,5.272666667,15.66913031,0.391728258,0.258010889,-113.288811,57.64972
24-Dec,-12.48854839,84.05354839,,,0.0,0.0,-113.288811,57.64972
10-Jan,,83.60806452,,,0.0,0.0,-118.322779,57.126446
10-Feb,-10.96232143,83.97857143,,,0.0,0.0,-118.322779,57.126446
10-Mar,,68.47548387,,,0.0,0.0,-118.322779,57.126446
10-Apr,,55.498,,,0.0,0.0,-118.322779,57.126446
10-May,7.038709677,56.60193548,,,0.0,0.0,-118.322779,57.126446
10-Jun,13.3335,57.217,,,0.0,0.0,-118.322779,57.126446
10-Jul,15.27193548,61.33516129,,,0.0,0.0,-118.322779,57.126446
10-Aug,12.71435484,70.32322581,,,0.0,0.0,-118.322779,57.126446
10-Sep,8.069,71.52066667,,,0.0,0.0,-118.322779,57.126446
10-Oct,,65.75774194,,,0.0,0.0,-118.322779,57.126446
10-Nov,,77.02066667,,,0.0,0.0,-118.322779,57.126446
10-Dec,-18.8166129,82.34870968,,,0.0,0.0,-118.322779,57.126446
11-Jan,,79.08290323,,,0.0,0.0,-118.322779,57.126446
11-Feb,-14.61035714,73.51964286,,,0.0,0.0,-118.322779,57.126446
11-Mar,-11.37612903,77.11193548,,,0.0,0.0,-118.322779,57.126446
11-Apr,,,,,0.0,0.0,-118.322779,57.126446
11-May,11.08241935,53.79709677,,,0.0,0.0,-118.322779,57.126446
11-Jun,12.30683333,69.377,,,0.0,0.0,-118.322779,57.126446
11-Jul,13.90080645,75.36483871,,,0.0,0.0,-118.322779,57.126446
11-Aug,13.5383871,71.96193548,,,0.0,0.0,-118.322779,57.126446
11-Sep,11.183,68.19233333,,,0.0,0.0,-118.322779,57.126446
11-Oct,,71.98129032,,,0.0,0.0,-118.322779,57.126446
11-Nov,-9.681666667,81.09166667,,,0.0,0.0,-118.322779,57.126446
11-Dec,-6.154193548,77.51516129,,,0.0,0.0,-118.322779,57.126446
12-Jan,-10.97145161,78.72032258,10.19032258,20.10644868,0.502661217,0.33107662,-118.322779,57.126446
12-Feb,-6.985689655,76.27965517,8.241034483,22.75603605,0.568900901,0.374705231,-118.322779,57.126446
12-Mar,-5.230967742,,,,0.0,0.0,-118.322779,57.126446
12-Apr,2.588666667,65.51666667,10.80433333,35.53506818,0.888376704,0.585127213,-118.322779,57.126446
12-May,9.214193548,48.14258065,12.98548387,46.66895454,1.166723864,0.76845991,-118.322779,57.126446
12-Jun,13.13833333,69.359,10.626,44.22345757,1.105586439,0.72819189,-118.322779,57.126446
12-Jul,18.11596774,66.01483871,8.685806452,47.96226686,1.199056672,0.789755837,-118.322779,57.126446
12-Aug,15.77032258,64.83225806,9.520967742,46.69274927,1.167318732,0.768851718,-118.322779,57.126446
12-Sep,12.63583333,59.254,11.465,46.41688939,1.160422235,0.764309357,-118.322779,57.126446
12-Oct,-2.387741935,83.84193548,10.61096774,27.2009824,0.68002456,0.447896566,-118.322779,57.126446
12-Nov,-12.50333333,83.073,8.596666667,16.64805152,0.416201288,0.274129993,-118.322779,57.126446
12-Dec,-18.36096774,81.39516129,8.46483871,11.5596261,0.288990653,0.190343009,-118.322779,57.126446
13-Jan,-13.5133871,81.77225806,9.095483871,16.36408211,0.409102053,0.269454098,-118.322779,57.126446
13-Feb,-7.179107143,80.34857143,10.16607143,23.21019643,0.580254911,0.382183523,-118.322779,57.126446
13-Mar,-7.950483871,69.2083871,10.17548387,24.74404105,0.618601026,0.407440101,-118.322779,57.126446
13-Apr,-1.723666667,67.83733333,13.58866667,33.23888182,0.830972046,0.54731777,-118.322779,57.126446
13-May,11.05129032,54.19322581,12.93677419,47.09238123,1.177309531,0.775432134,-118.322779,57.126446
13-Jun,14.0215,71.795,9.787,43.90988636,1.097747159,0.723028567,-118.322779,57.126446
13-Jul,14.54403226,74.69225806,9.020967742,43.23093989,1.080773497,0.711848904,-118.322779,57.126446
13-Aug,15.43903226,76.95580645,8.862903226,43.47331818,1.086832955,0.715839952,-118.322779,57.126446
13-Sep,12.25866667,71.092,10.011,42.61591061,1.065397765,0.701721715,-118.322779,57.126446
13-Oct,4.383225806,73.98096774,10.66580645,35.3697302,0.884243255,0.582404726,-118.322779,57.126446
13-Nov,-9.039,82.32233333,9.757,20.81782879,0.52044572,0.342790341,-118.322779,57.126446
13-Dec,-18.22048387,79.85,9.802580645,12.99967742,0.324991936,0.214055169,-118.322779,57.126446
14-Jan,-9.40016129,77.06709677,11.55258065,22.88723314,0.572180829,0.376865548,-118.322779,57.126446
14-Feb,-17.35357143,76.72285714,8.481785714,13.42261201,0.3355653,0.22101929,-118.322779,57.126446
14-Mar,-9.309032258,65.55870968,10.3,24.33231965,0.608307991,0.400660618,-118.322779,57.126446
14-Apr,1.376,65.46933333,12.027,35.35911061,0.883977765,0.582229862,-118.322779,57.126446
14-May,7.747096774,57.31741935,11.23419355,42.18679472,1.054669868,0.694655811,-118.322779,57.126446
14-Jun,13.82866667,65.55466667,9.429333333,44.7144,1.11786,0.736275842,-118.322779,57.126446
14-Jul,18.07935484,68.00064516,9.3,47.99246628,1.199811657,0.790253106,-118.322779,57.126446
14-Aug,16.06693548,66.26483871,8.621290323,46.00112316,1.150028079,0.757463271,-118.322779,57.126446
14-Sep,9.245666667,74.32933333,9.891666667,39.13985303,0.978496326,0.644484288,-118.322779,57.126446
14-Oct,3.827258065,83.35870968,10.53677419,32.8919824,0.82229956,0.541605658,-118.322779,57.126446
14-Nov,-10.57383333,84.98933333,8.971333333,18.29987576,0.457496894,0.301329246,-118.322779,57.126446
14-Dec,-10.61451613,,,,0.0,0.0,-118.322779,57.126446
15-Jan,-10.27870968,80.04451613,11.14967742,21.19089149,0.529772287,0.348933262,-118.322779,57.126446
15-Feb,-11.33482143,80.60035714,9.506428571,18.88718506,0.472179627,0.310999993,-118.322779,57.126446
15-Mar,-1.908225806,71.20612903,10.8683871,30.35713197,0.758928299,0.499866327,-118.322779,57.126446
15-Apr,4.6775,53.18533333,13.314,41.78252424,1.044563106,0.687999016,-118.322779,57.126446
15-May,10.22532258,49.19258065,10.68354839,45.65171114,1.141292779,0.751709786,-118.322779,57.126446
15-Jun,14.97433333,60.57633333,10.38833333,47.47083181,1.186770795,0.781663774,-118.322779,57.126446
15-Jul,15.84064516,,,,0.0,0.0,-118.322779,57.126446
15-Aug,13.39790323,70.00580645,10.66516129,44.35943989,1.108985997,0.730431001,-118.322779,57.126446
15-Sep,8.19,71.167,10.93166667,39.59262273,0.989815568,0.65193968,-118.322779,57.126446
15-Oct,5.065806452,73.2516129,10.75193548,36.2007258,0.905018145,0.596088058,-118.322779,57.126446
15-Nov,-4.535666667,77.27933333,11.25833333,27.04636818,0.676159204,0.445350659,-118.322779,57.126446
15-Dec,,,,,0.0,0.0,-118.322779,57.126446
16-Jan,-10.3783871,,,,0.0,0.0,-118.322779,57.126446
16-Feb,-5.835,82.45793103,9.212758621,23.29525549,0.582381387,0.383584121,-118.322779,57.126446
16-Mar,-2.487419355,77.91516129,8.448709677,26.67402786,0.666850696,0.439219632,-118.322779,57.126446
16-Apr,5.6275,59.553,11.512,40.02112727,1.000528182,0.658995517,-118.322779,57.126446
16-May,9.64516129,58.76774194,10.76774194,43.27240469,1.081810117,0.712531672,-118.322779,57.126446
16-Jun,15.14616667,68.69833333,9.133333333,45.06139394,1.126534849,0.74198951,-118.322779,57.126446
16-Jul,16.37870968,72.1416129,8.314193548,44.87887684,1.121971921,0.738984149,-118.322779,57.126446
16-Aug,14.61112903,78.33677419,8.554516129,42.21319501,1.055329875,0.695090523,-118.322779,57.126446
16-Sep,9.107166667,74.461,10.741,39.62461061,0.990615265,0.652466398,-118.322779,57.126446
16-Oct,-1.818548387,91.41225806,8.168064516,24.37218915,0.609304729,0.401317117,-118.322779,57.126446
16-Nov,-3.211666667,83.46333333,8.390333333,24.86220455,0.621555114,0.409385804,-118.322779,57.126446
16-Dec,-14.30806452,78.41677419,11.28,17.95113196,0.448778299,0.295586764,-118.322779,57.126446
17-Jan,,,,,0.0,0.0,-118.322779,57.126446
17-Feb,-9.691964286,76.66,10.74,22.09394156,0.552348539,0.363803057,-118.322779,57.126446
17-Mar,-8.97016129,71.88451613,10.65548387,23.64183578,0.591045894,0.389290979,-118.322779,57.126446
17-Apr,1.812166667,65.408,10.80233333,34.84939242,0.871234811,0.573836745,-118.322779,57.126446
17-May,11.03225806,55.88290323,11.25677419,45.47714369,1.136928592,0.748835325,-118.322779,57.126446
17-Jun,14.00683333,63.20133333,10.633,46.24978636,1.156244659,0.761557806,-118.322779,57.126446
17-Jul,15.66822581,67.72290323,9.998064516,46.37962757,1.159490689,0.763695797,-118.322779,57.126446
17-Aug,15.95677419,65.73096774,10.08612903,47.10637976,1.177659494,0.775662637,-118.322779,57.126446
17-Sep,11.49383333,69.251,9.812666667,42.14005757,1.053501439,0.693886228,-118.322779,57.126446
17-Oct,2.757903226,73.61774194,12.18967742,35.10771261,0.877692815,0.578090294,-118.322779,57.126446
17-Nov,-12.74416667,82.80066667,9.490666667,17.15407878,0.42885197,0.282462334,-118.322779,57.126446
17-Dec,,,,,0.0,0.0,-118.322779,57.126446
18-Jan,-13.77096774,,,,0.0,0.0,-118.322779,57.126446
18-Feb,-14.60732143,,,,0.0,0.0,-118.322779,57.126446
18-Mar,-7.853064516,69.86516129,10.70709677,25.09995894,0.627498974,0.413300713,-118.322779,57.126446
18-Apr,-0.965333333,60.748,12.13233333,34.25389242,0.856347311,0.564031128,-118.322779,57.126446
18-May,13.02580645,45.57516129,12.43612903,50.23552492,1.255888123,0.827187738,-118.322779,57.126446
18-Jun,13.57666667,70.355,10.46466667,44.30174243,1.107543561,0.729480943,-118.322779,57.126446
18-Jul,15.8866129,71.68516129,10.28870968,46.00369355,1.150092339,0.757505595,-118.322779,57.126446
18-Aug,14.88306452,71.67741935,9.442903226,44.45857039,1.11146426,0.732063302,-118.322779,57.126446
18-Sep,3.344833333,74.366,8.502,32.72587576,0.818146894,0.538870514,-118.322779,57.126446
18-Oct,2.202580645,64.47516129,7.047096774,32.57445455,0.814361364,0.536377184,-118.322779,57.126446
18-Nov,-5.953,84.366,6.105666667,20.47605,0.51190125,0.337162546,-118.322779,57.126446
18-Dec,-9.091935484,81.79774194,7.268064516,19.00792229,0.475198057,0.312988075,-118.322779,57.126446
19-Jan,-11.48596774,83.93193548,6.379354839,15.73815836,0.393453959,0.259147518,-118.322779,57.126446
19-Feb,-19.69303571,76.5825,6.561785714,9.883897731,0.247097443,0.162750146,-118.322779,57.126446
19-Mar,-1.102419355,52.76193548,6.930322581,31.82497361,0.79562434,0.524036087,-118.322779,57.126446
19-Apr,1.46,55.94633333,7.103666667,33.64757424,0.841189356,0.554047377,-118.322779,57.126446
19-May,9.776451613,45.02774194,7.494516129,43.68484018,1.092121004,0.719322913,-118.322779,57.126446
19-Jun,12.16533333,68.204,5.902666667,40.02741212,1.000685303,0.659099005,-118.322779,57.126446
19-Jul,14.33306452,73.08,4.822258065,40.21257039,1.00531426,0.662147856,-118.322779,57.126446
19-Aug,12.14,75.7116129,5.065483871,37.87497214,0.946874304,0.623656518,-118.322779,57.126446
19-Sep,8.767,76.35566667,6.153666667,35.49593485,0.887398371,0.584482836,-118.322779,57.126446
19-Oct,1.243387097,75.25967742,7.631935484,29.98418622,0.749604655,0.493725331,-118.322779,57.126446
19-Nov,-6.325,81.68266667,7.262666667,21.54228485,0.538557121,0.354719372,-118.322779,57.126446
19-Dec,-10.00274194,81.33677419,6.825483871,17.94017448,0.448504362,0.295406336,-118.322779,57.126446
20-Jan,-14.90467742,78.07806452,7.307096774,14.49682111,0.362420528,0.238707422,-118.322779,57.126446
20-Feb,-8.634655172,70.85448276,8.192068966,22.30528683,0.557632171,0.367283109,-118.322779,57.126446
20-Mar,-9.841290323,64.49225806,7.779677419,22.17149707,0.554287427,0.365080101,-118.322779,57.126446
20-Apr,0.078833333,56.783,7.709,32.67863485,0.816965871,0.538092636,-118.322779,57.126446
20-May,8.085645161,64.01774194,6.786129032,37.81845308,0.945461327,0.622725864,-118.322779,57.126446
20-Jun,12.42383333,73.33866667,5.705,39.08722878,0.97718072,0.643617767,-118.322779,57.126446
20-Jul,14.65612903,77.03774194,5.018387097,39.86181378,0.996545345,0.656372231,-118.322779,57.126446
20-Aug,13.63032258,73.23580645,6.147096774,40.53618182,1.013404545,0.667476504,-118.322779,57.126446
20-Sep,9.239833333,72.382,5.906666667,36.53526667,0.913381667,0.601596672,-118.322779,57.126446
20-Oct,-0.927419355,76.12419355,6.247419355,26.79943548,0.669985887,0.441284618,-118.322779,57.126446
20-Nov,-7.9715,82.339,7.977666667,20.45045,0.51126125,0.336741012,-118.322779,57.126446
20-Dec,-7.983709677,73.59225806,8.183225806,22.34286804,0.558571701,0.367901928,-118.322779,57.126446
21-Jan,-8.504516129,75.38032258,7.721612903,21.16558504,0.529139626,0.348516562,-118.322779,57.126446
21-Feb,-17.31303571,71.76535714,7.156428571,13.45694481,0.33642362,0.221584621,-118.322779,57.126446
21-Mar,-5.036129032,66.73580645,7.92483871,26.1999868,0.65499967,0.431413981,-118.322779,57.126446
21-Apr,0.3635,56.31666667,7.191333333,32.64243939,0.816060985,0.537496635,-118.322779,57.126446
21-May,8.612741935,56.97193548,7.268064516,40.06824487,1.001706122,0.659771365,-118.322779,57.126446
21-Jun,15.9015,57.942,6.319333333,45.78882727,1.144720682,0.753967566,-118.322779,57.126446
21-Jul,16.25935484,66.18451613,5.452903226,43.81582405,1.095395601,0.721479719,-118.322779,57.126446
21-Aug,14.54048387,68.20483871,6.320322581,42.49971408,1.062492852,0.699808401,-118.322779,57.126446
21-Sep,9.654333333,70.67333333,6.536666667,37.72631818,0.943157955,0.621208753,-118.322779,57.126446
21-Oct,2.065,72.11032258,8.016129032,31.64912317,0.791228079,0.521140501,-118.322779,57.126446
21-Nov,-5.710833333,82.403,6.76,21.57955152,0.539488788,0.355333013,-118.322779,57.126446
21-Dec,-19.09483871,79.33483871,6.421935484,9.772357771,0.244308944,0.160913508,-118.322779,57.126446
22-Jan,-13.34096774,79.94903226,7.141290323,15.41982698,0.385495675,0.253905813,-118.322779,57.126446
22-Feb,-11.64160714,73.99642857,7.404285714,18.35246754,0.458811688,0.302195232,-118.322779,57.126446
22-Mar,-4.832096774,68.27193548,6.692903226,25.15429326,0.628857331,0.414195392,-118.322779,57.126446
22-Apr,-1.687833333,67.78933333,6.703333333,28.11705758,0.702926439,0.462980835,-118.322779,57.126446
22-May,6.257580645,66.09612903,7.150645161,36.01428592,0.900357148,0.593018103,-118.322779,57.126446
22-Jun,14.12216667,61.46666667,5.254,42.66731818,1.066682955,0.702568202,-118.322779,57.126446
22-Jul,15.85951613,65.48548387,6.108709677,44.0839956,1.10209989,0.725895483,-118.322779,57.126446
22-Aug,17.11016129,67.46709677,5.860645161,44.63857478,1.11596437,0.735027289,-118.322779,57.126446
22-Sep,12.277,60.71266667,6.290333333,41.91794394,1.047948598,0.690228863,-118.322779,57.126446
22-Oct,6.453064516,61.56548387,8.419354839,38.04965982,0.951241496,0.626532958,-118.322779,57.126446
22-Nov,-8.4295,73.23866667,8.465,22.21965303,0.555491326,0.365873046,-118.322779,57.126446
22-Dec,-19.16919355,79.73290323,6.250645161,9.496681816,0.237417045,0.156374175,-118.322779,57.126446
23-Jan,-6.656290323,83.05548387,6.951935484,20.7335,0.5183375,0.341401767,-118.322779,57.126446
23-Feb,-11.84,76.69392857,6.833571429,17.20457468,0.430114367,0.283293809,-118.322779,57.126446
23-Mar,-8.219032258,67.08451613,6.342903226,22.05024487,0.551256122,0.363083539,-118.322779,57.126446
23-Apr,3.007,57.91666667,7.134333333,34.68287121,0.86707178,0.571094775,-118.322779,57.126446
23-May,14.43629032,48.36870968,6.560645161,46.55246041,1.16381151,0.766541695,-118.322779,57.126446
23-Jun,15.117,54.31033333,6.199666667,45.71222879,1.14280572,0.752706281,-118.322779,57.126446
23-Jul,16.97822581,67.16870968,4.506451613,43.56266569,1.089066642,0.717311165,-118.322779,57.126446
23-Aug,16.02290323,69.42322581,5.079677419,42.67320675,1.066830169,0.702665164,-118.322779,57.126446
23-Sep,11.34583333,61.28966667,6.563333333,41.16077878,1.02901947,0.677761237,-118.322779,57.126446
23-Oct,3.893225806,67.87709677,6.5,33.02069502,0.825517375,0.543725064,-118.322779,57.126446
23-Nov,-2.922,82.067,6.845666667,24.24630455,0.606157614,0.399244277,-118.322779,57.126446
23-Dec,-3.320806452,65.94483871,8.963225806,28.69635484,0.717408871,0.472519654,-118.322779,57.126446
24-Jan,-16.34016129,78.0316129,5.170322581,11.59854546,0.289963636,0.190983862,-118.322779,57.126446
24-Feb,-7.23362069,64.32655172,6.504827586,23.61910972,0.590477743,0.388916767,-118.322779,57.126446
24-Mar,-5.371774194,63.35096774,6.850967742,25.76641935,0.644160484,0.424274777,-118.322779,57.126446
24-Apr,3.231166667,53.45133333,7.059,35.72322576,0.893080644,0.588225451,-118.322779,57.126446
24-May,9.232580645,56.11387097,6.762903226,40.42447654,1.010611913,0.665637143,-118.322779,57.126446
24-Jun,12.02316667,64.309,5.726666667,40.5451697,1.013629243,0.6676245,-118.322779,57.126446
24-Jul,18.35016129,62.31419355,5.837096774,46.77876686,1.169469172,0.7702681,-118.322779,57.126446
24-Aug,14.67306452,71.02064516,5.633870968,41.54224194,1.038556048,0.684042482,-118.322779,57.126446
24-Sep,10.8085,69.84966667,5.498,38.16129394,0.954032348,0.628371147,-118.322779,57.126446
24-Oct,1.390322581,73.91677419,6.69,29.67989296,0.741997324,0.48871478,-118.322779,57.126446
24-Nov,-10.59933333,84.26333333,5.339333333,15.69789394,0.392447349,0.258484517,-118.322779,57.126446
24-Dec,-9.743225806,83.78451613,6.746774194,17.6275176,0.44068794,0.290258068,-118.322779,57.126446
10-Jan,,,,,0.0,0.0,-114.646197,57.126585
10-Feb,,,,,0.0,0.0,-114.646197,57.126585
10-Mar,,,,,0.0,0.0,-114.646197,57.126585
10-Apr,,,,,0.0,0.0,-114.646197,57.126585
10-May,8.735806452,,,,0.0,0.0,-114.646197,57.126585
10-Jun,15.00066667,,,,0.0,0.0,-114.646197,57.126585
10-Jul,16.83645161,,,,0.0,0.0,-114.646197,57.126585
10-Aug,14.51612903,,,,0.0,0.0,-114.646197,57.126585
10-Sep,,,,,0.0,0.0,-114.646197,57.126585
10-Oct,,,,,0.0,0.0,-114.646197,57.126585
10-Nov,,,,,0.0,0.0,-114.646197,57.126585
10-Dec,,,,,0.0,0.0,-114.646197,57.126585
11-Jan,,,,,0.0,0.0,-114.646197,57.126585
11-Feb,,,,,0.0,0.0,-114.646197,57.126585
11-Mar,,,,,0.0,0.0,-114.646197,57.126585
11-Apr,1.7415,,,,0.0,0.0,-114.646197,57.126585
11-May,11.97564516,,,,0.0,0.0,-114.646197,57.126585
11-Jun,13.84583333,,,,0.0,0.0,-114.646197,57.126585
11-Jul,16.03274194,,,,0.0,0.0,-114.646197,57.126585
11-Aug,,,,,0.0,0.0,-114.646197,57.126585
11-Sep,,,,,0.0,0.0,-114.646197,57.126585
11-Oct,,,,,0.0,0.0,-114.646197,57.126585
11-Nov,,,,,0.0,0.0,-114.646197,57.126585
11-Dec,,,,,0.0,0.0,-114.646197,57.126585
12-Jan,-13.47129032,78.58677419,7.782258065,16.05452933,0.401363233,0.264356943,-114.646197,57.126585
12-Feb,-9.173103448,71.69793103,7.683103448,21.26537461,0.531634365,0.350159716,-114.646197,57.126585
12-Mar,-5.543225806,68.11580645,8.758387097,26.08815103,0.652203776,0.429572472,-114.646197,57.126585
12-Apr,1.6935,63.70933333,9.934333333,34.43024697,0.860756174,0.566935016,-114.646197,57.126585
12-May,10.88854839,47.67967742,9.987741935,46.0353695,1.150884238,0.758027177,-114.646197,57.126585
12-Jun,14.98433333,70.90433333,7.923666667,43.56582273,1.089145568,0.717363149,-114.646197,57.126585
12-Jul,19.0716129,70.34451613,7.053870968,46.74114809,1.168528702,0.769648662,-114.646197,57.126585
12-Aug,15.98854839,72.48387097,7.282903226,43.6822654,1.092056635,0.719280516,-114.646197,57.126585
12-Sep,11.95916667,72.596,7.814666667,40.39558788,1.009889697,0.665161457,-114.646197,57.126585
12-Oct,-1.661935484,88.53064516,6.77516129,24.04620968,0.601155242,0.395949476,-114.646197,57.126585
12-Nov,-13.33133333,82.759,6.912333333,14.69487425,0.367371856,0.241968603,-114.646197,57.126585
12-Dec,-21.325,78.45225806,4.716774194,6.642583579,0.166064589,0.109378049,-114.646197,57.126585
13-Jan,-17.20709677,81.77483871,6.232580645,10.85847068,0.271461767,0.17879765,-114.646197,57.126585
13-Feb,-8.861964286,81.34607143,7.924642857,19.79975487,0.494993872,0.326026541,-114.646197,57.126585
13-Mar,-9.499193548,66.4183871,8.203225806,22.41492962,0.56037324,0.369088508,-114.646197,57.126585
13-Apr,-1.602,65.245,10.726,31.72095455,0.793023864,0.52232329,-114.646197,57.126585
13-May,12.80129032,54.98709677,8.965806452,45.54629032,1.138657258,0.749973906,-114.646197,57.126585
13-Jun,15.2865,78.73433333,7.024666667,41.6002697,1.040006742,0.684997978,-114.646197,57.126585
13-Jul,15.60870968,75.12387097,6.743548387,42.40444135,1.060111034,0.698239622,-114.646197,57.126585
13-Aug,16.09870968,79.77096774,6.352903226,41.62749267,1.040687317,0.685446237,-114.646197,57.126585
13-Sep,11.93566667,77.167,7.215333333,39.01052425,0.975263106,0.642354735,-114.646197,57.126585
13-Oct,3.54516129,81.13967742,7.303225806,30.65417595,0.766354399,0.50475751,-114.646197,57.126585
13-Nov,-10.75716667,79.492,6.635333333,17.48067575,0.437016894,0.287840142,-114.646197,57.126585
13-Dec,-22.21145161,73.37806452,6.190967742,7.957202348,0.198930059,0.131024812,-114.646197,57.126585
14-Jan,-14.1633871,73.74806452,7.651290323,16.29486657,0.407371664,0.268314382,-114.646197,57.126585
14-Feb,-19.86642857,68.15535714,5.972857143,10.97,0.27425,0.180634113,-114.646197,57.126585
14-Mar,-10.90258065,59.46806452,6.783548387,21.46442961,0.53661074,0.353437393,-114.646197,57.126585
14-Apr,0.682666667,61.90733333,9.096333333,33.24320758,0.831080189,0.547388999,-114.646197,57.126585
14-May,8.273064516,62.22935484,8.673225806,39.76183431,0.994045858,0.65472595,-114.646197,57.126585
14-Jun,15.26133333,68.74933333,6.909,43.48764091,1.087191023,0.716075792,-114.646197,57.126585
14-Jul,18.4216129,72.99387097,6.641612903,45.31117448,1.132779362,0.746102444,-114.646197,57.126585
14-Aug,16.47548387,72.24870968,5.276774194,42.6673695,1.066684238,0.702569047,-114.646197,57.126585
14-Sep,9.025166667,78.42566667,6.533,35.60113182,0.890028295,0.586215029,-114.646197,57.126585
14-Oct,3.65,86.05612903,6.301612903,29.01498387,0.725374597,0.47776626,-114.646197,57.126585
14-Nov,-12.16866667,80.02766667,6.206666667,15.7688606,0.394221515,0.259653067,-114.646197,57.126585
14-Dec,-13.58903226,84.91935484,4.935806452,12.54613636,0.313653409,0.206587075,-114.646197,57.126585
15-Jan,-13.53274194,79.25225806,5.906451613,14.45871261,0.361467815,0.23807992,-114.646197,57.126585
15-Feb,-16.28339286,75.34857143,6.558928571,13.22821591,0.330705398,0.217818327,-114.646197,57.126585
15-Mar,-3.667258065,66.57193548,6.981935484,26.77001173,0.669250293,0.440800121,-114.646197,57.126585
15-Apr,4.634166667,49.212,9.413666667,39.61254697,0.990313674,0.652267756,-114.646197,57.126585
15-May,11.14580645,49.68935484,7.42,43.94149853,1.098537463,0.723549099,-114.646197,57.126585
15-Jun,16.09433333,62.33533333,6.852333333,45.48521363,1.137130341,0.748968206,-114.646197,57.126585
15-Jul,16.84209677,71.58419355,6.497741935,44.04928299,1.101232075,0.725323898,-114.646197,57.126585
15-Aug,14.97435484,75.64774194,7.155806452,42.03217449,1.050804362,0.692109805,-114.646197,57.126585
15-Sep,8.116166667,76.16833333,7.251,35.76473485,0.894118371,0.588908948,-114.646197,57.126585
15-Oct,4.73983871,76.34,7.806774194,33.07784311,0.826946078,0.544666076,-114.646197,57.126585
15-Nov,-5.355666667,76.99833333,8.249666667,24.10061364,0.602515341,0.396845302,-114.646197,57.126585
15-Dec,-12.08016129,82.45870968,6.331290323,15.45657918,0.386414479,0.254510982,-114.646197,57.126585
16-Jan,-13.81064516,79.30483871,5.596774194,13.96329912,0.349082478,0.229922347,-114.646197,57.126585
16-Feb,-8.53,78.00965517,7.541724138,20.4816348,0.51204087,0.337254506,-114.646197,57.126585
16-Mar,-3.805,75.64967742,7.641290323,25.32375953,0.633093988,0.416985856,-114.646197,57.126585
16-Apr,4.967166667,56.60366667,10.16433333,38.99994091,0.974998523,0.642180468,-114.646197,57.126585
16-May,11.58419355,61.10580645,8.247741935,42.67754839,1.06693871,0.702736654,-114.646197,57.126585
16-Jun,15.91733333,68.43733333,7.453666667,44.55490454,1.113872614,0.733649559,-114.646197,57.126585
